stem_id,plot,date,location,species,dbh,canopy,genus_species,common_name,functional_group,notes
330,2,20210517,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
331,2,20210517,3,QUNI,4,S,Quercus nigra,water oak,mesophyte,
332,2,20210517,3,NYSY,7,S,Nyssa sylvatica,black gum,mesophyte,
333,2,20210517,3,LIST,12.1,I,Liquidambar styraciflua,sweetgum,mesophyte,
334,2,20210517,3,ACRU,4.2,S,Acer rubrum,red maple,mesophyte,
335,2,20210517,3,PITA,11.9,I,Pinus taeda,loblolly pine,pyrophyte,
336,2,20210517,3,PITA,43.9,D,Pinus taeda,loblolly pine,pyrophyte,
337,2,20210517,3,PITA,27.5,C,Pinus taeda,loblolly pine,pyrophyte,
338,2,20210517,3,NYSY,13.5,I,Nyssa sylvatica,black gum,mesophyte,
339,2,20210517,3,PITA,15.7,I,Pinus taeda,loblolly pine,pyrophyte,
340,2,20210517,3,VACCI,5,S,Vaccinium sp.,blueberry,mesophyte,
341,2,20210517,3,VACCI,6,S,Vaccinium sp.,blueberry,mesophyte,
342,2,20210517,3,PITA,43,C,Pinus taeda,loblolly pine,pyrophyte,
343,2,20210517,3,LIST,9.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
344,2,20210517,E,PRUNUS,5.5,S,Prunus sp.,cherry,intermediate,
345,2,20210517,3,QUNI,15.8,I,Quercus nigra,water oak,mesophyte,
346,2,20210517,3,LIST,1.2,S,Liquidambar styraciflua,sweetgum,mesophyte,
347,2,20210517,FB,VACCI,8.5,S,Vaccinium sp.,blueberry,mesophyte,
348,2,20210517,3,QUNI,27.5,I,Quercus nigra,water oak,mesophyte,
349,2,20210517,3,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
350,2,20210517,3,PITA,35.2,C,Pinus taeda,loblolly pine,pyrophyte,
351,2,20210517,3,PITA,11.5,S,Pinus taeda,loblolly pine,pyrophyte,
352,2,20210517,E,QUNI,10,I,Quercus nigra,water oak,mesophyte,
353,2,20210517,E,ACRU,27.7,I,Acer rubrum,red maple,mesophyte,
354,2,20210517,E,LIST,26.8,I,Liquidambar styraciflua,sweetgum,mesophyte,
355,2,20210517,4,PITA,29.2,C,Pinus taeda,loblolly pine,pyrophyte,
356,2,20210517,4,LIST,20.3,I,Liquidambar styraciflua,sweetgum,mesophyte,
357,2,20210517,4,PITA,11.9,I,Pinus taeda,loblolly pine,pyrophyte,
358,2,20210517,4,QUAL,8,I,Quercus alba,white oak,pyrophyte,
359,2,20210517,4,PITA,10,I,Pinus taeda,loblolly pine,pyrophyte,
360,2,20210517,4,FAGR,13.1,I,Fagus grandifolia,American beech,mesophyte,
361,2,20210517,4,PITA,39,D,Pinus taeda,loblolly pine,pyrophyte,
362,2,20210517,FB,QUAL,24.2,C,Quercus alba,white oak,pyrophyte,
363,2,20210517,4,LIST,2.2,S,Liquidambar styraciflua,sweetgum,mesophyte,
364,2,20210517,4,PITA,36.2,C,Pinus taeda,loblolly pine,pyrophyte,
365,2,20210517,4,PIEC,29.3,C,Pinus echinata,shortleaf pine,pyrophyte,
366,2,20210517,4,PRUNUS,12,I,Prunus sp.,cherry,intermediate,
367,2,20210517,4,QUNI,8.5,I,Quercus nigra,water oak,mesophyte,
368,2,20210517,4,LIST,4,S,Liquidambar styraciflua,sweetgum,mesophyte,
369,2,20210517,4,PITA,9.1,I,Pinus taeda,loblolly pine,pyrophyte,
370,2,20210517,4,PITA,38.1,C,Pinus taeda,loblolly pine,pyrophyte,
371,2,20210517,4,DIVI,8.4,I,Diospyros virginiana,persimmon,intermediate,
372,2,20210517,4,PITA,5.4,S,Pinus taeda,loblolly pine,pyrophyte,
373,2,20210517,4,COFL,13.7,S,Cornus florida,flowering dogwood,intermediate,
374,2,20210517,4,COFL,5.5,S,Cornus florida,flowering dogwood,intermediate,
375,2,20210517,4,COFL,3.4,S,Cornus florida,flowering dogwood,intermediate,
376,2,20210517,4,QUNI,19.9,I,Quercus nigra,water oak,mesophyte,
377,2,20210517,4,QUNI,4.7,S,Quercus nigra,water oak,mesophyte,
378,2,20210517,4,NYSY,3.1,S,Nyssa sylvatica,black gum,mesophyte,
379,2,20210517,FB,QUNI,20,I,Quercus nigra,water oak,mesophyte,
380,2,20210517,4,LIST,4.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
381,2,20210517,4,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,
382,2,20210517,4,LIST,9,I,Liquidambar styraciflua,sweetgum,mesophyte,
383,2,20210517,4,CARYA,38,C,Carya sp.,hickory,intermediate,
384,2,20210517,E,PITA,39.1,C,Pinus taeda,loblolly pine,pyrophyte,
385,2,20210517,4,LIST,18.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
386,2,20210517,4,LIST,7.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
387,2,20210517,4,QUNI,5.2,S,Quercus nigra,water oak,mesophyte,
388,2,20210517,4,PITA,19.7,I,Pinus taeda,loblolly pine,pyrophyte,
389,2,20210517,4,FAGR,19.2,I,Fagus grandifolia,American beech,mesophyte,
390,2,20210517,4,QUNI,9.8,I,Quercus nigra,water oak,mesophyte,
391,2,20210517,4,COFL,5.3,S,Cornus florida,flowering dogwood,intermediate,
392,2,20210517,E,LIST,21,C,Liquidambar styraciflua,sweetgum,mesophyte,
393,2,20210517,E,LIST,15,I,Liquidambar styraciflua,sweetgum,mesophyte,
394,2,20210517,E,LIST,18,I,Liquidambar styraciflua,sweetgum,mesophyte,
395,3,20210518,1,PITA,49.3,C,Pinus taeda,loblolly pine,pyrophyte,
396,3,20210518,1,QUNI,10.8,I,Quercus nigra,water oak,mesophyte,
397,3,20210518,1,LIST,2.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
398,3,20210518,1,LIST,1.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
399,3,20210518,1,QUNI,37.6,C,Quercus nigra,water oak,mesophyte,
400,3,20210518,1,LIST,2.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
401,3,20210518,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
402,3,20210518,1,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
403,3,20210518,1,LIST,8.1,I,Liquidambar styraciflua,sweetgum,mesophyte,
404,3,20210518,1,NYSY,7.3,I,Nyssa sylvatica,black gum,mesophyte,
405,3,20210518,1,PITA,45.5,C,Pinus taeda,loblolly pine,pyrophyte,
406,3,20210518,1,QUAL,3.8,S,Quercus alba,white oak,pyrophyte,
407,3,20210518,1,LIST,8.9,I,Liquidambar styraciflua,sweetgum,mesophyte,
408,3,20210518,1,PITA,15.1,I,Pinus taeda,loblolly pine,pyrophyte,
409,3,20210518,1,LIST,5,S,Liquidambar styraciflua,sweetgum,mesophyte,
410,3,20210518,1,PIEC,18.5,I,Pinus echinata,shortleaf pine,pyrophyte,
411,3,20210518,1,LIST,8.1,I,Liquidambar styraciflua,sweetgum,mesophyte,
412,3,20210518,1,QUNI,10.6,I,Quercus nigra,water oak,mesophyte,
413,3,20210518,1,QUNI,12.9,I,Quercus nigra,water oak,mesophyte,
414,3,20210518,1,QUNI,23.5,I,Quercus nigra,water oak,mesophyte,
415,3,20210518,1,LIST,11.2,I,Liquidambar styraciflua,sweetgum,mesophyte,
416,3,20210518,1,SW,12.2,I,Oxydendrum arboreum,sourwood,intermediate,
417,3,20210518,1,LIST,5.9,S,Liquidambar styraciflua,sweetgum,mesophyte,
418,3,20210518,1,QUNI,26.8,I,Quercus nigra,water oak,mesophyte,
419,3,20210518,1,NYSY,9.6,S,Nyssa sylvatica,black gum,mesophyte,
420,3,20210518,1,LIST,24.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
421,3,20210518,1,LIST,5.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
422,3,20210518,1,LIST,2.4,S,Liquidambar styraciflua,sweetgum,mesophyte,
423,3,20210518,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
424,3,20210518,1,LIST,5.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
425,3,20210518,1,NYSY,4.1,S,Nyssa sylvatica,black gum,mesophyte,
426,3,20210518,1,LIST,11.2,I,Liquidambar styraciflua,sweetgum,mesophyte,
427,3,20210518,1,QUNI,40.3,C,Quercus nigra,water oak,mesophyte,
428,3,20210518,1,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
429,3,20210518,1,LIST,1.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
430,3,20210518,E,QUAL,5.5,S,Quercus alba,white oak,pyrophyte,
431,3,20210518,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
432,3,20210518,1,PIEC,14,I,Pinus echinata,shortleaf pine,pyrophyte,
433,3,20210518,1,LIST,4.4,S,Liquidambar styraciflua,sweetgum,mesophyte,
434,3,20210518,1,LIST,7.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
435,3,20210518,1,QUNI,22.9,C,Quercus nigra,water oak,mesophyte,
436,3,20210518,1,LIST,8.7,I,Liquidambar styraciflua,sweetgum,mesophyte,
437,3,20210518,1,QUNI,15.7,I,Quercus nigra,water oak,mesophyte,
438,3,20210518,1,LIST,2,S,Liquidambar styraciflua,sweetgum,mesophyte,
439,3,20210518,FB,LIST,2.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
440,3,20210518,FB,PITA,39.9,C,Pinus taeda,loblolly pine,pyrophyte,
441,3,20210518,FB,QUNI,19.2,I,Quercus nigra,water oak,mesophyte,
442,3,20210518,FB,PITA,22.5,C,Pinus taeda,loblolly pine,pyrophyte,
443,3,20210518,FB,QUNI,14.1,I,Quercus nigra,water oak,mesophyte,
444,3,20210518,FB,QUFA,18.7,I,Quercus falcata,southern red oak,pyrophyte,
445,3,20210518,FB,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
446,3,20210518,2,PITA,40.5,C,Pinus taeda,loblolly pine,pyrophyte,
447,3,20210518,2,LIST,6.4,S,Liquidambar styraciflua,sweetgum,mesophyte,
448,3,20210518,E,QUNI,35.5,C,Quercus nigra,water oak,mesophyte,
449,3,20210518,2,LIST,12.9,I,Liquidambar styraciflua,sweetgum,mesophyte,
450,3,20210518,2,PITA,35.6,C,Pinus taeda,loblolly pine,pyrophyte,
451,3,20210518,2,LIST,15,I,Liquidambar styraciflua,sweetgum,mesophyte,
452,3,20210518,2,PRUNUS,15.8,S,Prunus sp.,cherry,intermediate,
453,3,20210518,2,LIST,6,S,Liquidambar styraciflua,sweetgum,mesophyte,
454,3,20210518,2,ACRU,11,I,Acer rubrum,red maple,mesophyte,
455,3,20210518,2,LIST,6.1,S,Liquidambar styraciflua,sweetgum,mesophyte,
456,3,20210518,2,NYSY,5.2,S,Nyssa sylvatica,black gum,mesophyte,
457,3,20210518,2,QUAL,8.6,I,Quercus alba,white oak,pyrophyte,
458,3,20210518,2,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
459,3,20210518,2,ACRU,8.1,S,Acer rubrum,red maple,mesophyte,
460,3,20210518,2,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
461,3,20210518,2,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
462,3,20210518,2,ACRU,6,S,Acer rubrum,red maple,mesophyte,
463,3,20210518,2,QUNI,26.9,C,Quercus nigra,water oak,mesophyte,
464,3,20210518,2,ACRU,4.6,S,Acer rubrum,red maple,mesophyte,
465,3,20210518,2,QUFA,13.3,I,Quercus falcata,southern red oak,pyrophyte,
466,3,20210518,E,LIST,18.6,I,Liquidambar styraciflua,sweetgum,mesophyte,
467,3,20210518,2,QUNI,37.9,C,Quercus nigra,water oak,mesophyte,
468,3,20210518,2,LIST,7.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
469,3,20210518,2,NYSY,6.4,S,Nyssa sylvatica,black gum,mesophyte,
470,3,20210518,2,LIST,9.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
471,3,20210518,2,QUNI,12.1,I,Quercus nigra,water oak,mesophyte,
472,3,20210518,2,LIST,4.1,S,Liquidambar styraciflua,sweetgum,mesophyte,
473,3,20210518,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
474,3,20210518,2,LIST,1.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
475,3,20210518,2,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
476,3,20210518,2,NYSY,7.3,S,Nyssa sylvatica,black gum,mesophyte,
477,3,20210518,2,LIST,6.3,I,Liquidambar styraciflua,sweetgum,mesophyte,
478,3,20210518,2,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
479,3,20210518,2,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
480,3,20210518,2,ACRU,2,S,Acer rubrum,red maple,mesophyte,
481,3,20210518,2,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
482,3,20210518,2,LIST,4.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
483,3,20210518,E,ACRU,9.3,I,Acer rubrum,red maple,mesophyte,
484,3,20210518,E,ACRU,9.7,I,Acer rubrum,red maple,mesophyte,
485,3,20210518,E,LITU,26.7,C,Liquidambar styraciflua,tulip poplar,mesophyte,
486,3,20210518,2,SW,14.7,I,Oxydendrum arboreum,sourwood,intermediate,
487,3,20210518,E,ACRU,3.7,S,Acer rubrum,red maple,mesophyte,
488,3,20210518,E,LIST,7.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
489,3,20210518,E,LIST,10.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
490,3,20210518,E,QUNI,37.6,C,Quercus nigra,water oak,mesophyte,
491,3,20210518,FB,NYSY,19,I,Nyssa sylvatica,black gum,mesophyte,
492,3,20210518,FB,NYSY,6.3,S,Nyssa sylvatica,black gum,mesophyte,
493,3,20210518,FB,LIST,2.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
494,3,20210518,FB,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
495,3,20210518,FB,VACCI,4.5,S,Vaccinium sp.,blueberry,mesophyte,
496,3,20210518,FB,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
497,3,20210518,3,LIST,24.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
498,3,20210518,3,PITA,25.5,C,Pinus taeda,loblolly pine,pyrophyte,
499,3,20210518,3,FAGR,2,S,Fagus grandifolia,American beech,mesophyte,
500,3,20210518,3,LIST,10,S,Liquidambar styraciflua,sweetgum,mesophyte,
501,3,20210518,3,LIST,9.7,I,Liquidambar styraciflua,sweetgum,mesophyte,
502,3,20210518,3,QUNI,43.3,C,Quercus nigra,water oak,mesophyte,
503,3,20210518,3,SW,11.4,I,Oxydendrum arboreum,sourwood,intermediate,
504,3,20210518,3,NYSY,7.5,S,Nyssa sylvatica,black gum,mesophyte,
505,3,20210518,3,QUNI,14.4,I,Quercus nigra,water oak,mesophyte,
506,3,20210518,3,LIST,11.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
507,3,20210518,3,QUNI,21.5,I,Quercus nigra,water oak,mesophyte,
508,3,20210518,3,LIST,7.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
509,3,20210518,3,LIST,12.8,I,Liquidambar styraciflua,sweetgum,mesophyte,
510,3,20210518,3,LIST,4.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
511,3,20210518,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
512,3,20210518,3,QUNI,36.8,C,Quercus nigra,water oak,mesophyte,
513,3,20210518,3,FAGR,9.5,S,Fagus grandifolia,American beech,mesophyte,
514,3,20210518,3,LIST,10.8,S,Liquidambar styraciflua,sweetgum,mesophyte,
515,3,20210518,3,PITA,26.4,C,Pinus taeda,loblolly pine,pyrophyte,
516,3,20210518,3,SW,9,S,Oxydendrum arboreum,sourwood,intermediate,
517,3,20210518,3,LIST,6.6,S,Liquidambar styraciflua,sweetgum,mesophyte,
518,3,20210518,3,LIST,5.4,S,Liquidambar styraciflua,sweetgum,mesophyte,
519,3,20210518,3,QUNI,28.7,C,Quercus nigra,water oak,mesophyte,
520,3,20210518,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
521,3,20210518,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
522,3,20210518,3,PITA,39.8,C,Pinus taeda,loblolly pine,pyrophyte,
523,3,20210518,3,LIST,4.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
524,3,20210518,3,NYSY,6.5,I,Nyssa sylvatica,black gum,mesophyte,
525,3,20210518,3,LIST,3,S,Liquidambar styraciflua,sweetgum,mesophyte,
526,3,20210518,3,SW,6.1,S,Oxydendrum arboreum,sourwood,intermediate,
527,3,20210518,3,SW,14.4,I,Oxydendrum arboreum,sourwood,intermediate,
528,3,20210518,3,PITA,21.6,C,Pinus taeda,loblolly pine,pyrophyte,
529,3,20210518,3,SW,18.3,I,Oxydendrum arboreum,sourwood,intermediate,
530,3,20210518,3,VACCI,9,S,Vaccinium sp.,blueberry,mesophyte,
531,3,20210518,3,NYSY,15.2,I,Nyssa sylvatica,black gum,mesophyte,
532,3,20210518,3,LIST,13.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
533,3,20210518,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
534,3,20210518,3,VACCI,4,S,Vaccinium sp.,blueberry,mesophyte,
535,3,20210518,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
536,3,20210518,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,
537,3,20210518,3,QUNI,23.2,I,Quercus nigra,water oak,mesophyte,
538,3,20210518,3,LIST,3,S,Liquidambar styraciflua,sweetgum,mesophyte,
539,3,20210518,3,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,
540,3,20210518,3,QUNI,14.1,I,Quercus nigra,water oak,mesophyte,
541,3,20210518,3,LIST,4,S,Liquidambar styraciflua,sweetgum,mesophyte,
542,3,20210518,3,QUNI,31,C,Quercus nigra,water oak,mesophyte,
543,3,20210518,FB,VACCI,6.5,S,Vaccinium sp.,blueberry,mesophyte,
544,3,20210518,FB,VACCI,5,S,Vaccinium sp.,blueberry,mesophyte,
545,3,20210518,FB,SW,5,S,Oxydendrum arboreum,sourwood,intermediate,
546,3,20210518,FB,SW,12.2,I,Oxydendrum arboreum,sourwood,intermediate,
547,3,20210518,FB,PITA,35.1,C,Pinus taeda,loblolly pine,pyrophyte,
548,3,20210518,4,SW,22,I,Oxydendrum arboreum,sourwood,intermediate,
549,3,20210518,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
550,3,20210518,4,QUNI,13.8,I,Quercus nigra,water oak,mesophyte,
551,3,20210518,4,PITA,14,I,Pinus taeda,loblolly pine,pyrophyte,
552,3,20210518,E,QUNI,36.1,C,Quercus nigra,water oak,mesophyte,
553,3,20210518,E,LIST,13.2,I,Liquidambar styraciflua,sweetgum,mesophyte,
554,3,20210518,4,LIST,10,I,Liquidambar styraciflua,sweetgum,mesophyte,
555,3,20210518,4,LIST,4.6,I,Liquidambar styraciflua,sweetgum,mesophyte,
556,3,20210518,4,LIST,3.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
557,3,20210518,4,LIST,7.2,I,Liquidambar styraciflua,sweetgum,mesophyte,
558,3,20210518,4,QUAL,4,S,Quercus alba,white oak,pyrophyte,
559,3,20210518,4,LIST,15.5,I,Liquidambar styraciflua,sweetgum,mesophyte,
560,3,20210518,4,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
561,3,20210518,4,LIST,19.7,I,Liquidambar styraciflua,sweetgum,mesophyte,
562,3,20210518,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
563,3,20210518,4,JUVI,1,S,Juniperus virginiana,eastern red cedar,mesophyte,
564,3,20210518,4,PIEC,20.2,I,Pinus echinata,shortleaf pine,pyrophyte,
565,3,20210518,4,PITA,23.9,C,Pinus taeda,loblolly pine,pyrophyte,
566,3,20210518,4,LIST,3.2,S,Liquidambar styraciflua,sweetgum,mesophyte,
567,3,20210518,4,QUAL,7.1,I,Quercus alba,white oak,pyrophyte,
568,3,20210518,4,PITA,25,I,Pinus taeda,loblolly pine,pyrophyte,
569,3,20210518,4,PITA,31.1,C,Pinus taeda,loblolly pine,pyrophyte,
570,3,20210518,4,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
571,3,20210518,4,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
572,3,20210518,4,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,
573,3,20210518,4,PITA,5.3,I,Pinus taeda,loblolly pine,pyrophyte,
574,3,20210518,4,PITA,8.8,I,Pinus taeda,loblolly pine,pyrophyte,
575,3,20210518,4,PIEC,19.4,I,Pinus echinata,shortleaf pine,pyrophyte,
576,3,20210518,4,LIST,14.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
577,3,20210518,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
578,3,20210518,4,PITA,29.5,C,Pinus taeda,loblolly pine,pyrophyte,
579,3,20210518,4,LIST,2.2,S,Liquidambar styraciflua,sweetgum,mesophyte,
580,3,20210518,4,QUNI,16.4,I,Quercus nigra,water oak,mesophyte,
581,3,20210518,4,PITA,32,C,Pinus taeda,loblolly pine,pyrophyte,
582,3,20210518,4,PITA,32,C,Pinus taeda,loblolly pine,pyrophyte,
583,3,20210518,E,SW,36.2,I,Oxydendrum arboreum,sourwood,intermediate,
584,3,20210518,E,PIEC,21.4,I,Pinus echinata,shortleaf pine,pyrophyte,
585,3,20210518,E,PITA,35.3,C,Pinus taeda,loblolly pine,pyrophyte,
586,3,20210518,FB,LIST,15.3,I,Liquidambar styraciflua,sweetgum,mesophyte,
587,3,20210518,FB,ACRU,6.5,S,Acer rubrum,red maple,mesophyte,
588,3,20210518,FB,ACRU,4.9,S,Acer rubrum,red maple,mesophyte,
589,3,20210518,FB,PIEC,11.5,I,Pinus echinata,shortleaf pine,pyrophyte,
590,3,20210518,FB,LIST,12.8,I,Liquidambar styraciflua,sweetgum,mesophyte,
591,3,20210518,FB,ACRU,10.5,I,Acer rubrum,red maple,mesophyte,
592,3,20210518,FB,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
593,4,20210518,1,PITA,32.9,C,Pinus taeda,loblolly pine,pyrophyte,
594,4,20210518,1,LIST,5,S,Liquidambar styraciflua,sweetgum,mesophyte,
595,4,20210518,1,LIST,9,I,Liquidambar styraciflua,sweetgum,mesophyte,
596,4,20210518,1,PITA,36.6,C,Pinus taeda,loblolly pine,pyrophyte,
597,4,20210518,1,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
598,4,20210518,1,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
599,4,20210518,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
600,4,20210518,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
601,4,20210518,1,CARYA,3.8,S,Carya sp.,hickory,intermediate,
602,4,20210518,1,QUFA,19.4,I,Quercus falcata,southern red oak,pyrophyte,
603,4,20210518,1,PITA,46,C,Pinus taeda,loblolly pine,pyrophyte,
604,4,20210518,E,QUAL,23.2,I,Quercus alba,white oak,pyrophyte,
605,4,20210518,1,PITA,4.3,S,Pinus taeda,loblolly pine,pyrophyte,
606,4,20210518,1,LIST,10.8,I,Liquidambar styraciflua,sweetgum,mesophyte,
607,4,20210518,1,QUNI,17.8,I,Quercus nigra,water oak,mesophyte,
608,4,20210518,1,CARYA,3,S,Carya sp.,hickory,intermediate,
609,4,20210518,1,CARYA,6.4,I,Carya sp.,hickory,intermediate,
610,4,20210518,1,PITA,45.5,C,Pinus taeda,loblolly pine,pyrophyte,
611,4,20210518,1,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
612,4,20210518,1,QUNI,15.8,I,Quercus nigra,water oak,mesophyte,
613,4,20210518,1,NYSY,13.1,I,Nyssa sylvatica,black gum,mesophyte,
614,4,20210518,1,LIST,13.2,I,Liquidambar styraciflua,sweetgum,mesophyte,
615,4,20210518,1,LIST,3,S,Liquidambar styraciflua,sweetgum,mesophyte,
616,4,20210518,1,LIST,3,S,Liquidambar styraciflua,sweetgum,mesophyte,
617,4,20210518,1,QUNI,26.8,I,Quercus nigra,water oak,mesophyte,
618,4,20210518,E,QUNI,26.4,I,Quercus nigra,water oak,mesophyte,
619,4,20210518,1,PITA,1,S,Pinus taeda,loblolly pine,pyrophyte,
620,4,20210518,1,PIEC,25.6,C,Pinus echinata,shortleaf pine,pyrophyte,
621,4,20210518,1,LIST,3.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
622,4,20210518,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
623,4,20210518,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
624,4,20210518,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
625,4,20210518,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
626,4,20210518,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
627,4,20210518,1,QUAL,25.6,C,Quercus alba,white oak,pyrophyte,
628,4,20210518,1,QUAL,31.8,C,Quercus alba,white oak,pyrophyte,
629,4,20210518,E,PIEC,33,C,Pinus echinata,shortleaf pine,pyrophyte,
630,4,20210518,1,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
631,4,20210518,FB,LIST,6.7,S,Liquidambar styraciflua,sweetgum,mesophyte,
632,4,20210518,FB,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
633,4,20210518,FB,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
634,4,20210518,FB,PIEC,29.5,C,Pinus echinata,shortleaf pine,pyrophyte,
635,4,20210518,2,PITA,42,C,Pinus taeda,loblolly pine,pyrophyte,
636,4,20210518,FB,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,
637,4,20210518,FB,ACRU,4.4,S,Acer rubrum,red maple,mesophyte,
638,4,20210518,2,LIST,2.3,S,Liquidambar styraciflua,sweetgum,mesophyte,
639,4,20210518,2,LIST,16.7,I,Liquidambar styraciflua,sweetgum,mesophyte,
640,4,20210518,2,LIST,6.7,S,Liquidambar styraciflua,sweetgum,mesophyte,
641,4,20210518,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,
642,4,20210518,2,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,
643,4,20210518,2,ACRU,6.5,I,Acer rubrum,red maple,mesophyte,
644,4,20210518,2,PIEC,14.1,I,Pinus echinata,shortleaf pine,pyrophyte,
645,4,20210518,2,LIST,2.5,S,Liquidambar styraciflua,sweetgum,mesophyte,
646,4,20210518,E,FAGR,26,I,Fagus grandifolia,American beech,mesophyte,
647,4,20210518,E,LIST,21.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
648,4,20210518,2,LIST,13.9,I,Liquidambar styraciflua,sweetgum,mesophyte,
649,4,20210518,2,ILOP,10.9,I,Ilex opaca,American holly,intermediate,
650,4,20210518,2,FAGR,8.8,I,Fagus grandifolia,American beech,mesophyte,
651,4,20210518,2,CARYA,22,I,Carya sp.,hickory,intermediate,
652,4,20210518,2,QUAL,16.6,I,Quercus alba,white oak,pyrophyte,
653,4,20210518,2,NYSY,9.5,S,Nyssa sylvatica,black gum,mesophyte,
654,4,20210518,2,QUNI,21,I,Quercus nigra,water oak,mesophyte,
655,4,20210518,2,LIST,13.4,I,Liquidambar styraciflua,sweetgum,mesophyte,
656,4,20210518,2,QUFA,20.2,C,Quercus falcata,southern red oak,pyrophyte,
657,4,20210518,2,QUAL,26.2,C,Quercus alba,white oak,pyrophyte,
