stem_id,plot,date,location,species,dbh,canopy,genus_species,common_name,functional_group,treatment_number,thin_lvl,burn_szn,notes
1,1,20210517,1,QUNI,32.8,C,Quercus nigra,water oak,mesophyte,3,low,late,NA
2,1,20210517,1,JUVI,8.5,I,Juniperus virginiana,eastern red cedar,mesophyte,3,low,late,NA
3,1,20210517,1,LIST,19.2,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,late,NA
4,1,20210517,1,SW,14.5,I,Oxydendrum arboreum,sourwood,mesophyte,3,low,late,CHECK THIS
5,1,20210517,1,ACRU,14.5,I,Acer rubrum,red maple,mesophyte,3,low,late,NA
6,1,20210517,1,QUNI,6.4,I,Quercus nigra,water oak,mesophyte,3,low,late,NA
7,1,20210517,1,LIST,27.7,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,late,NA
8,1,20210517,1,CARYA,4.2,S,Carya sp.,hickory,mesophyte,3,low,late,NA
9,1,20210517,FB,QUAL,34,C,Quercus alba,white oak,hardwood pyro,3,low,NA,NA
10,1,20210517,FB,CARYA,6.5,I,Carya sp.,hickory,mesophyte,3,low,NA,NA
12,1,20210517,1,QUAL,7.3,I,Quercus alba,white oak,hardwood pyro,3,low,late,NA
13,1,20210517,1,PITA,39.8,C,Pinus taeda,loblolly pine,pine,3,low,late,NA
14,1,20210517,1,PITA,23.7,C,Pinus taeda,loblolly pine,pine,3,low,late,NA
15,1,20210517,1,LIST,20,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,late,NA
16,1,20210517,1,ACRU,3.5,S,Acer rubrum,red maple,mesophyte,3,low,late,NA
17,1,20210517,1,PITA,36.2,C,Pinus taeda,loblolly pine,pine,3,low,late,NA
18,1,20210517,1,PITA,45.6,D,Pinus taeda,loblolly pine,pine,3,low,late,NA
19,1,20210517,1,QUNI,24.8,C,Quercus nigra,water oak,mesophyte,3,low,late,NA
20,1,20210517,1,ACRU,10.8,I,Acer rubrum,red maple,mesophyte,3,low,late,NA
21,1,20210517,1,ACRU,3.8,S,Acer rubrum,red maple,mesophyte,3,low,late,NA
22,1,20210517,1,ULAL,24.4,C,Ulmus alata,winged elm,mesophyte,3,low,late,CHECK THIS
23,1,20210517,1,ACRU,4.2,S,Acer rubrum,red maple,mesophyte,3,low,late,NA
24,1,20210517,1,LIST,19.1,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,late,NA
25,1,20210517,1,JUVI,11.1,I,Juniperus virginiana,eastern red cedar,mesophyte,3,low,late,NA
26,1,20210517,1,JUVI,6.7,I,Juniperus virginiana,eastern red cedar,mesophyte,3,low,late,NA
27,1,20210517,1,LIST,11.8,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,late,NA
28,1,20210517,1,QUNI,16.7,I,Quercus nigra,water oak,mesophyte,3,low,late,NA
29,1,20210517,1,LIST,10.2,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,late,NA
30,1,20210517,1,QUNI,11.9,I,Quercus nigra,water oak,mesophyte,3,low,late,NA
31,1,20210517,FB,LIST,6.4,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
32,1,20210517,1,PRUNUS,9.5,I,Prunus sp.,cherry,mesophyte,3,low,late,NA
33,1,20210517,1,PITA,24.2,C,Pinus taeda,loblolly pine,pine,3,low,late,NA
34,1,20210517,1,PRUNUS,9.3,I,Prunus sp.,cherry,mesophyte,3,low,late,NA
35,1,20210517,1,PRUNUS,6.2,S,Prunus sp.,cherry,mesophyte,3,low,late,NA
36,1,20210517,1,PITA,14.6,I,Pinus taeda,loblolly pine,pine,3,low,late,NA
37,1,20210517,1,VACCI,1.2,S,Vaccinium sp.,blueberry,mesophyte,3,low,late,NA
38,1,20210517,1,VACCI,1.6,S,Vaccinium sp.,blueberry,mesophyte,3,low,late,NA
39,1,20210517,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,3,low,late,NA
40,1,20210517,1,CARYA,2.2,S,Carya sp.,hickory,mesophyte,3,low,late,NA
41,1,20210517,FB,LIST,17.1,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
42,1,20210517,FB,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,3,low,NA,NA
43,1,20210517,FB,QUNI,36.5,C,Quercus nigra,water oak,mesophyte,3,low,NA,NA
44,1,20210517,E,LIST,18.7,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
45,1,20210517,E,LIST,18.9,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
46,1,20210517,2,LIST,5,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
47,1,20210517,2,QUNI,26.8,C,Quercus nigra,water oak,mesophyte,3,low,early,NA
48,1,20210517,2,ACRU,8.5,S,Acer rubrum,red maple,mesophyte,3,low,early,NA
49,1,20210517,2,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
50,1,20210517,2,QUNI,26.3,I,Quercus nigra,water oak,mesophyte,3,low,early,NA
51,1,20210517,2,LIST,4.2,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
52,1,20210517,FB,QUNI,16.4,I,Quercus nigra,water oak,mesophyte,3,low,NA,NA
53,1,20210517,2,JUVI,9,S,Juniperus virginiana,eastern red cedar,mesophyte,3,low,early,NA
54,1,20210517,2,JUVI,18.4,I,Juniperus virginiana,eastern red cedar,mesophyte,3,low,early,NA
55,1,20210517,2,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
56,1,20210517,2,SW,16,I,Oxydendrum arboreum,sourwood,mesophyte,3,low,early,CHECK THIS
57,1,20210517,2,PITA,16.8,C,Pinus taeda,loblolly pine,pine,3,low,early,NA
58,1,20210517,2,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
59,1,20210517,2,LIST,1.6,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
60,1,20210517,2,LIST,1.2,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
61,1,20210517,FB,CARYA,6.7,S,Carya sp.,hickory,mesophyte,3,low,NA,NA
62,1,20210517,FB,LIST,23.5,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
63,1,20210517,FB,PITA,4.3,S,Pinus taeda,loblolly pine,pine,3,low,NA,NA
64,1,20210517,2,PRUNUS,5,S,Prunus sp.,cherry,mesophyte,3,low,early,NA
65,1,20210517,2,VACCI,1.3,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
66,1,20210517,2,QUNI,15.6,I,Quercus nigra,water oak,mesophyte,3,low,early,NA
67,1,20210517,2,VACCI,1.2,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
68,1,20210517,2,PITA,14.8,I,Pinus taeda,loblolly pine,pine,3,low,early,NA
69,1,20210517,2,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
70,1,20210517,2,LITU,5.2,S,Liquidambar styraciflua,tulip poplar,mesophyte,3,low,early,NA
71,1,20210517,2,PRUNUS,13.1,I,Prunus sp.,cherry,mesophyte,3,low,early,NA
72,1,20210517,2,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
73,1,20210517,2,PRUNUS,11.9,S,Prunus sp.,cherry,mesophyte,3,low,early,NA
74,1,20210517,2,LIST,2.1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
75,1,20210517,2,JUVI,1.7,S,Juniperus virginiana,eastern red cedar,mesophyte,3,low,early,NA
76,1,20210517,2,LIST,8.3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
77,1,20210517,2,LIST,11.7,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
78,1,20210517,2,QUNI,26.3,C,Quercus nigra,water oak,mesophyte,3,low,early,NA
79,1,20210517,2,PITA,5,S,Pinus taeda,loblolly pine,pine,3,low,early,NA
80,1,20210517,2,LIST,21.6,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
81,1,20210517,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
82,1,20210517,2,PIEC,31.4,C,Pinus echinata,shortleaf pine,pine,3,low,early,NA
83,1,20210517,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
84,1,20210517,2,LIST,11.1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
85,1,20210517,2,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
86,1,20210517,2,LIST,13.4,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,early,NA
87,1,20210517,2,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
88,1,20210517,2,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
89,1,20210517,2,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
90,1,20210517,2,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
91,1,20210517,2,LITU,10.5,I,Liquidambar styraciflua,tulip poplar,mesophyte,3,low,early,NA
92,1,20210517,2,PITA,12.7,I,Pinus taeda,loblolly pine,pine,3,low,early,NA
93,1,20210517,E,LIST,14.2,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
94,1,20210517,2,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
95,1,20210517,2,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
96,1,20210517,2,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,3,low,early,NA
97,1,20210517,2,JUVI,2.7,S,Juniperus virginiana,eastern red cedar,mesophyte,3,low,early,NA
98,1,20210517,E,PIEC,18.8,C,Pinus echinata,shortleaf pine,pine,3,low,NA,NA
99,1,20210517,E,PITA,49.1,D,Pinus taeda,loblolly pine,pine,3,low,NA,NA
100,1,20210517,FB,LIST,4.3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
101,1,20210517,FB,PITA,10,I,Pinus taeda,loblolly pine,pine,3,low,NA,NA
102,1,20210517,FB,LIST,16.1,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
103,1,20210517,FB,CARYA,2.8,S,Carya sp.,hickory,mesophyte,3,low,NA,NA
104,1,20210517,FB,PRUNUS,13.7,I,Prunus sp.,cherry,mesophyte,3,low,NA,NA
105,1,20210517,FB,ACRU,9.1,S,Acer rubrum,red maple,mesophyte,3,low,NA,NA
106,1,20210517,FB,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,3,low,NA,NA
107,1,20210517,3,JUVI,12.1,I,Juniperus virginiana,eastern red cedar,mesophyte,3,low,growing,NA
108,1,20210517,3,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
109,1,20210517,3,LIST,8.4,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
110,1,20210517,3,CARYA,12.2,I,Carya sp.,hickory,mesophyte,3,low,growing,NA
111,1,20210517,3,VACCI,5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
112,1,20210517,3,JUVI,7.9,S,Juniperus virginiana,eastern red cedar,mesophyte,3,low,growing,NA
113,1,20210517,3,NYSY,4.1,S,Nyssa sylvatica,black gum,mesophyte,3,low,growing,NA
114,1,20210517,3,LIST,5.9,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
115,1,20210517,3,VACCI,2,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
116,1,20210517,3,LIST,13.3,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
117,1,20210517,3,PITA,13.6,I,Pinus taeda,loblolly pine,pine,3,low,growing,NA
118,1,20210517,3,NYSY,6.6,I,Nyssa sylvatica,black gum,mesophyte,3,low,growing,NA
119,1,20210517,3,LIST,7.2,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
120,1,20210517,3,LIST,5,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
121,1,20210517,3,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
122,1,20210517,3,QUAL,11.2,I,Quercus alba,white oak,hardwood pyro,3,low,growing,NA
123,1,20210517,3,LIST,17.8,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
124,1,20210517,3,QUNI,39.7,C,Quercus nigra,water oak,mesophyte,3,low,growing,NA
125,1,20210517,3,LIST,10.3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
126,1,20210517,FB,CARYA,7.7,S,Carya sp.,hickory,mesophyte,3,low,NA,NA
127,1,20210517,FB,NYSY,8.7,S,Nyssa sylvatica,black gum,mesophyte,3,low,NA,NA
128,1,20210517,3,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
129,1,20210517,3,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
130,1,20210517,3,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
131,1,20210517,3,VACCI,4.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
132,1,20210517,3,PITA,18.1,I,Pinus taeda,loblolly pine,pine,3,low,growing,NA
133,1,20210517,3,VACCI,9,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
134,1,20210517,3,VACCI,5.2,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
135,1,20210517,3,PITA,7.2,I,Pinus taeda,loblolly pine,pine,3,low,growing,NA
136,1,20210517,3,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
137,1,20210517,3,QUNI,27.9,C,Quercus nigra,water oak,mesophyte,3,low,growing,NA
138,1,20210517,3,LIST,8.6,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
139,1,20210517,3,LIST,3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
140,1,20210517,3,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
141,1,20210517,E,CARYA,4.5,S,Carya sp.,hickory,mesophyte,3,low,NA,NA
143,1,20210517,E,PIEC,28.8,C,Pinus echinata,shortleaf pine,pine,3,low,NA,NA
144,1,20210517,3,LIST,6.1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
145,1,20210517,3,PITA,11.5,I,Pinus taeda,loblolly pine,pine,3,low,growing,NA
146,1,20210517,3,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
147,1,20210517,3,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
148,1,20210517,3,QUNI,34.5,C,Quercus nigra,water oak,mesophyte,3,low,growing,NA
149,1,20210517,3,QUNI,12.1,S,Quercus nigra,water oak,mesophyte,3,low,growing,NA
151,1,20210517,3,LIST,37,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,growing,NA
152,1,20210517,3,VACCI,4.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
153,1,20210517,3,VACCI,4,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
154,1,20210517,3,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
155,1,20210517,3,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
156,1,20210517,E,QUNI,20,I,Quercus nigra,water oak,mesophyte,3,low,NA,NA
157,1,20210517,3,PITA,4,S,Pinus taeda,loblolly pine,pine,3,low,growing,NA
158,1,20210517,3,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
159,1,20210517,3,PITA,1,S,Pinus taeda,loblolly pine,pine,3,low,growing,NA
160,1,20210517,3,VACCI,5,S,Vaccinium sp.,blueberry,mesophyte,3,low,growing,NA
161,1,20210517,E,QUNI,35.8,C,Quercus nigra,water oak,mesophyte,3,low,NA,NA
162,1,20210517,FB,LIST,7.3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
163,1,20210517,E,QUNI,14.5,I,Quercus nigra,water oak,mesophyte,3,low,NA,NA
164,1,20210517,4,LITU,9,I,Liquidambar styraciflua,tulip poplar,mesophyte,3,low,control,NA
165,1,20210517,4,QUAL,8.5,S,Quercus alba,white oak,hardwood pyro,3,low,control,NA
166,1,20210517,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
167,1,20210517,4,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
168,1,20210517,4,PITA,17,S,Pinus taeda,loblolly pine,pine,3,low,control,NA
169,1,20210517,4,QUNI,15.5,I,Quercus nigra,water oak,mesophyte,3,low,control,NA
170,1,20210517,4,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
171,1,20210517,4,PITA,44.5,D,Pinus taeda,loblolly pine,pine,3,low,control,NA
172,1,20210517,4,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
173,1,20210517,4,LIST,8.9,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
174,1,20210517,4,LIST,7.6,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
175,1,20210517,4,LIST,14.9,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
176,1,20210517,4,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,control,NA
177,1,20210517,4,NYSY,19.9,S,Nyssa sylvatica,black gum,mesophyte,3,low,control,NA
178,1,20210517,E,QUNI,20.5,I,Quercus nigra,water oak,mesophyte,3,low,NA,NA
179,1,20210517,E,QUNI,20,I,Quercus nigra,water oak,mesophyte,3,low,NA,NA
180,1,20210517,4,NYSY,3.6,S,Nyssa sylvatica,black gum,mesophyte,3,low,control,NA
181,1,20210517,4,LIST,10.3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
182,1,20210517,4,QUNI,27.7,I,Quercus nigra,water oak,mesophyte,3,low,control,NA
183,1,20210517,4,CARYA,3.2,S,Carya sp.,hickory,mesophyte,3,low,control,NA
184,1,20210517,4,CARYA,20.3,I,Carya sp.,hickory,mesophyte,3,low,control,NA
185,1,20210517,4,LIST,11,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
186,1,20210517,4,LIST,11.3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
187,1,20210517,4,PITA,43.4,C,Pinus taeda,loblolly pine,pine,3,low,control,NA
188,1,20210517,4,VACCI,4,S,Vaccinium sp.,blueberry,mesophyte,3,low,control,NA
189,1,20210517,4,LIST,18.5,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
190,1,20210517,4,CARYA,4.5,S,Carya sp.,hickory,mesophyte,3,low,control,NA
191,1,20210517,4,PRUNUS,5.5,S,Prunus sp.,cherry,mesophyte,3,low,control,NA
192,1,20210517,4,LIST,19.7,I,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
193,1,20210517,4,CARYA,5,S,Carya sp.,hickory,mesophyte,3,low,control,NA
194,1,20210517,4,CARYA,6.5,S,Carya sp.,hickory,mesophyte,3,low,control,NA
195,1,20210517,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,control,NA
196,1,20210517,4,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,control,NA
197,1,20210517,E,QUNI,20.3,I,Quercus nigra,water oak,mesophyte,3,low,NA,NA
198,1,20210517,4,QUNI,22,I,Quercus nigra,water oak,mesophyte,3,low,control,NA
199,1,20210517,4,PRUNUS,5.8,S,Prunus sp.,cherry,mesophyte,3,low,control,NA
200,1,20210517,E,FAGR,13,S,Fagus grandifolia,American beech,mesophyte,3,low,NA,NA
201,1,20210517,4,LIST,24.3,C,Liquidambar styraciflua,sweetgum,mesophyte,3,low,control,NA
202,1,20210517,4,CARYA,11.7,I,Carya sp.,hickory,mesophyte,3,low,control,NA
203,1,20210517,4,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,control,NA
204,1,20210517,4,CARYA,12.2,S,Carya sp.,hickory,mesophyte,3,low,control,NA
205,1,20210517,4,NYSY,5.3,S,Nyssa sylvatica,black gum,mesophyte,3,low,control,NA
206,1,20210517,E,QUNI,24.9,I,Quercus nigra,water oak,mesophyte,3,low,NA,NA
207,1,20210517,E,QUNI,26.8,C,Quercus nigra,water oak,mesophyte,3,low,NA,NA
208,1,20210517,E,LIST,16.3,S,Liquidambar styraciflua,sweetgum,mesophyte,3,low,NA,NA
209,1,20210517,E,PITA,54.4,D,Pinus taeda,loblolly pine,pine,3,low,NA,NA
210,1,20210517,4,PRUNUS,3.9,S,Prunus sp.,cherry,mesophyte,3,low,control,NA
211,1,20210517,4,CARYA,10,S,Carya sp.,hickory,mesophyte,3,low,control,NA
212,1,20210517,4,VACCI,1.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,control,NA
213,1,20210517,4,QUAL,4.4,S,Quercus alba,white oak,hardwood pyro,3,low,control,NA
214,1,20210517,4,PRUNUS,5.7,S,Prunus sp.,cherry,mesophyte,3,low,control,NA
215,1,20210517,4,VACCI,2.5,S,Vaccinium sp.,blueberry,mesophyte,3,low,control,NA
216,2,20210517,1,LIST,5.4,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
217,2,20210517,1,LIST,11.8,I,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
218,2,20210517,1,PITA,38,D,Pinus taeda,loblolly pine,pine,4,medium,growing,NA
219,2,20210517,1,QUNI,26.2,C,Quercus nigra,water oak,mesophyte,4,medium,growing,NA
220,2,20210517,1,LIST,1.9,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
221,2,20210517,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
222,2,20210517,1,CARYA,8.7,I,Carya sp.,hickory,mesophyte,4,medium,growing,NA
223,2,20210517,1,LIST,4.9,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
224,2,20210517,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
225,2,20210517,1,LIST,1.7,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
226,2,20210517,1,VACCI,3,S,Vaccinium sp.,blueberry,mesophyte,4,medium,growing,NA
227,2,20210517,1,ACRU,7,S,Acer rubrum,red maple,mesophyte,4,medium,growing,NA
228,2,20210517,1,QUNI,22.5,S,Quercus nigra,water oak,mesophyte,4,medium,growing,NA
229,2,20210517,1,QUAL,4,S,Quercus alba,white oak,hardwood pyro,4,medium,growing,NA
230,2,20210517,1,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,4,medium,growing,NA
231,2,20210517,1,VACCI,9,S,Vaccinium sp.,blueberry,mesophyte,4,medium,growing,NA
232,2,20210517,1,PITA,8.5,I,Pinus taeda,loblolly pine,pine,4,medium,growing,NA
233,2,20210517,1,PRUNUS,7.7,S,Prunus sp.,cherry,mesophyte,4,medium,growing,NA
234,2,20210517,1,PITA,29.7,D,Pinus taeda,loblolly pine,pine,4,medium,growing,NA
235,2,20210517,1,FAGR,14.7,I,Fagus grandifolia,American beech,mesophyte,4,medium,growing,NA
236,2,20210517,E,LIST,20.9,I,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,NA,NA
237,2,20210517,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,4,medium,growing,NA
238,2,20210517,1,VACCI,1,S,Vaccinium sp.,blueberry,mesophyte,4,medium,growing,NA
239,2,20210517,1,VACCI,3.5,S,Vaccinium sp.,blueberry,mesophyte,4,medium,growing,NA
240,2,20210517,1,PIEC,9.7,I,Pinus echinata,shortleaf pine,pine,4,medium,growing,NA
241,2,20210517,1,LIST,3.5,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
242,2,20210517,1,PRUNUS,14,I,Prunus sp.,cherry,mesophyte,4,medium,growing,NA
243,2,20210517,1,VACCI,5,S,Vaccinium sp.,blueberry,mesophyte,4,medium,growing,NA
244,2,20210517,1,SW,18.8,I,Oxydendrum arboreum,sourwood,mesophyte,4,medium,growing,NA
245,2,20210517,1,LIST,1,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
246,2,20210517,1,LIST,25.5,C,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
247,2,20210517,1,NYSY,2.5,S,Nyssa sylvatica,black gum,mesophyte,4,medium,growing,NA
248,2,20210517,1,LIST,10,I,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
249,2,20210517,1,LIST,3.7,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,growing,NA
250,2,20210517,FB,QUNI,19.8,I,Quercus nigra,water oak,mesophyte,4,medium,NA,NA
251,2,20210517,E,FAGR,21.8,I,Fagus grandifolia,American beech,mesophyte,4,medium,NA,NA
252,2,20210517,E,PITA,20,C,Pinus taeda,loblolly pine,pine,4,medium,NA,NA
253,2,20210517,E,QUNI,17.4,I,Quercus nigra,water oak,mesophyte,4,medium,NA,NA
254,2,20210517,E,JUVI,1,S,Juniperus virginiana,eastern red cedar,mesophyte,4,medium,NA,NA
255,2,20210517,1,QUNI,40.4,C,Quercus nigra,water oak,mesophyte,4,medium,growing,NA
256,2,20210517,1,CARYA,5.1,S,Carya sp.,hickory,mesophyte,4,medium,growing,NA
257,2,20210517,E,PITA,19.9,I,Pinus taeda,loblolly pine,pine,4,medium,NA,NA
258,2,20210517,E,PITA,15.8,I,Pinus taeda,loblolly pine,pine,4,medium,NA,NA
259,2,20210517,E,QUAL,5.7,S,Quercus alba,white oak,hardwood pyro,4,medium,NA,NA
260,2,20210517,E,QUNI,6.9,S,Quercus nigra,water oak,mesophyte,4,medium,NA,NA
261,2,20210517,E,PITA,28.3,D,Pinus taeda,loblolly pine,pine,4,medium,NA,NA
262,2,20210517,2,FAGR,17.3,S,Fagus grandifolia,American beech,mesophyte,4,medium,late,NA
263,2,20210517,2,FAGR,15.2,S,Fagus grandifolia,American beech,mesophyte,4,medium,late,NA
264,2,20210517,2,CARYA,10.2,S,Carya sp.,hickory,mesophyte,4,medium,late,NA
265,2,20210517,FB,LIST,1.5,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,NA,NA
266,2,20210517,FB,PITA,18.5,I,Pinus taeda,loblolly pine,pine,4,medium,NA,NA
267,2,20210517,FB,LIST,1.8,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,NA,NA
268,2,20210517,2,QUNI,34.2,C,Quercus nigra,water oak,mesophyte,4,medium,late,NA
269,2,20210517,2,QUNI,27,C,Quercus nigra,water oak,mesophyte,4,medium,late,NA
270,2,20210517,2,LIST,1.4,S,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,late,NA
271,2,20210517,2,QUAL,9.4,I,Quercus alba,white oak,hardwood pyro,4,medium,late,NA
272,2,20210517,2,LIST,32,I,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,late,NA
273,2,20210517,2,QUNI,8.4,I,Quercus nigra,water oak,mesophyte,4,medium,late,NA
274,2,20210517,2,QUFA,12,S,Quercus falcata,southern red oak,hardwood pyro,4,medium,late,NA
275,2,20210517,2,QUAL,3.1,S,Quercus alba,white oak,hardwood pyro,4,medium,late,NA
276,2,20210517,2,LIST,32.7,C,Liquidambar styraciflua,sweetgum,mesophyte,4,medium,late,NA
277,2,20210517,2,CARYA,14.8,I,Carya sp.,hickory,mesophyte,4,medium,late,NA
278,2,20210517,2,PIEC,17.3,I,Pinus echinata,shortleaf pine,pine,4,medium,late,NA
